"CID","ConnectivitySMILES","SMILES","MolecularFormula","MolecularWeight"
164397,"CC(C)C1CC(OC(C1)O)C(C)C2CC(=O)C3C2(CCC4C3C(C(C5C4(CCC(C5O)O)C)O)O)C","C[C@H]([C@H]1C[C@@H](CC(O1)O)C(C)C)[C@H]2CC(=O)[C@H]3[C@@]2(CC[C@H]4[C@H]3[C@H]([C@@H]([C@@H]5[C@@]4(CC[C@H]([C@@H]5O)O)C)O)O)C","C29H48O7",508.7
